FM: initial setting 0
(0:3, 1:3, 2:3, 3:3, 4:3, 5:3, 6:3, 7:3, 8:3, 9:3, 10:3, 11:3, 12:3, 13:3, 14:3, 15:3, 16:3, 17:3, 18:3, 19:3, 20:3, 21:3, 22:3, 23:3, 24:3, 25:4, 26:4, 27:4, 28:4, 29:4, 30:4, 31:4, 32:4, 33:4, 34:4, 35:4, 36:4, 37:4, 38:4, 39:4, 40:4, 41:4, 42:4, 43:4, 44:4, 45:4, 46:4, 47:4, 48:4, 49:4, 50:1, 51:1, 52:1, 53:1, 54:1, 55:1, 56:1, 57:1, 58:1, 59:1, 60:1, 61:1, 62:1, 63:1, 64:1, 65:1, 66:1, 67:1, 68:1, 69:1, 70:1, 71:1, 72:1, 73:1, 74:1, 75:2, 76:2, 77:2, 78:2, 79:2, 80:2, 81:2, 82:2, 83:2, 84:2, 85:2, 86:2, 87:2, 88:2, 89:2, 90:2, 91:2, 92:2, 93:2, 94:2, 95:2, 96:2, 97:2, 98:2, 99:2)
(0:3, 1:3, 2:3, 3:3, 4:3, 5:3, 6:3, 7:3, 8:3, 9:3, 10:3, 11:3, 12:3, 13:3, 14:3, 15:3, 16:3, 17:3, 18:3, 19:3, 20:3, 21:3, 22:3, 23:3, 24:3, 25:4, 26:4, 27:4, 28:4, 29:4, 30:4, 31:4, 32:4, 33:4, 34:4, 35:4, 36:4, 37:4, 38:4, 39:4, 40:4, 41:4, 42:4, 43:4, 44:4, 45:4, 46:4, 47:4, 48:4, 49:4, 50:1, 51:1, 52:1, 53:1, 54:1, 55:1, 56:1, 57:1, 58:1, 59:1, 60:1, 61:1, 62:1, 63:1, 64:1, 65:1, 66:1, 67:1, 68:1, 69:1, 70:1, 71:1, 72:1, 73:1, 74:1, 75:2, 76:2, 77:2, 78:2, 79:2, 80:2, 81:2, 82:2, 83:2, 84:2, 85:2, 86:2, 87:2, 88:2, 89:2, 90:2, 91:2, 92:2, 93:2, 94:2, 95:2, 96:2, 97:2, 98:2, 99:2)
(0:3, 1:3, 2:3, 3:3, 4:3, 5:3, 6:3, 7:3, 8:3, 9:3, 10:3, 11:3, 12:3, 13:3, 14:3, 15:3, 16:3, 17:3, 18:3, 19:3, 20:3, 21:3, 22:3, 23:3, 24:3, 25:4, 26:4, 27:4, 28:4, 29:4, 30:4, 31:4, 32:4, 33:4, 34:4, 35:4, 36:4, 37:4, 38:4, 39:4, 40:4, 41:4, 42:4, 43:4, 44:4, 45:4, 46:4, 47:4, 48:4, 49:4, 50:1, 51:1, 52:1, 53:1, 54:1, 55:1, 56:1, 57:1, 58:1, 59:1, 60:1, 61:1, 62:1, 63:1, 64:1, 65:1, 66:1, 67:1, 68:1, 69:1, 70:1, 71:1, 72:1, 73:1, 74:1, 75:2, 76:2, 77:2, 78:2, 79:2, 80:2, 81:2, 82:2, 83:2, 84:2, 85:2, 86:2, 87:2, 88:2, 89:2, 90:2, 91:2, 92:2, 93:2, 94:2, 95:2, 96:2, 97:2, 98:2, 99:2)
(0:3, 1:3, 2:3, 3:3, 4:3, 5:3, 6:3, 7:3, 8:3, 9:3, 10:3, 11:3, 12:3, 13:3, 14:3, 15:3, 16:3, 17:3, 18:3, 19:3, 20:3, 21:3, 22:3, 23:3, 24:3, 25:4, 26:4, 27:4, 28:4, 29:4, 30:4, 31:4, 32:4, 33:4, 34:4, 35:4, 36:4, 37:4, 38:4, 39:4, 40:4, 41:4, 42:4, 43:4, 44:4, 45:4, 46:4, 47:4, 48:4, 49:4, 50:1, 51:1, 52:1, 53:1, 54:1, 55:1, 56:1, 57:1, 58:1, 59:1, 60:1, 61:1, 62:1, 63:1, 64:1, 65:1, 66:1, 67:1, 68:1, 69:1, 70:1, 71:1, 72:1, 73:1, 74:1, 75:2, 76:2, 77:2, 78:2, 79:2, 80:2, 81:2, 82:2, 83:2, 84:2, 85:2, 86:2, 87:2, 88:2, 89:2, 90:2, 91:2, 92:2, 93:2, 94:2, 95:2, 96:2, 97:2, 98:2, 99:2)
(0:3, 1:3, 2:3, 3:3, 4:3, 5:3, 6:3, 7:3, 8:3, 9:3, 10:3, 11:3, 12:3, 13:3, 14:3, 15:3, 16:3, 17:3, 18:3, 19:3, 20:3, 21:3, 22:3, 23:3, 24:3, 25:4, 26:4, 27:4, 28:4, 29:4, 30:4, 31:4, 32:4, 33:4, 34:4, 35:4, 36:4, 37:4, 38:4, 39:4, 40:4, 41:4, 42:4, 43:4, 44:4, 45:4, 46:4, 47:4, 48:4, 49:4, 50:1, 51:1, 52:1, 53:1, 54:1, 55:1, 56:1, 57:1, 58:1, 59:1, 60:1, 61:1, 62:1, 63:1, 64:1, 65:1, 66:1, 67:1, 68:1, 69:1, 70:1, 71:1, 72:1, 73:1, 74:1, 75:2, 76:2, 77:2, 78:2, 79:2, 80:2, 81:2, 82:2, 83:2, 84:2, 85:2, 86:2, 87:2, 88:2, 89:2, 90:2, 91:2, 92:2, 93:2, 94:2, 95:2, 96:2, 97:2, 98:2, 99:2)
(0:2, 1:2, 2:2, 3:2, 4:2, 5:2, 6:2, 7:2, 8:2, 9:2, 10:2, 11:2, 12:2, 13:2, 14:2, 15:2, 16:2, 17:2, 18:2, 19:2, 20:2, 21:2, 22:2, 23:2, 24:2, 25:3, 26:3, 27:3, 28:3, 29:3, 30:3, 31:3, 32:3, 33:3, 34:3, 35:3, 36:3, 37:3, 38:3, 39:3, 40:3, 41:3, 42:3, 43:3, 44:3, 45:3, 46:3, 47:3, 48:3, 49:3, 50:4, 51:4, 52:4, 53:4, 54:4, 55:4, 56:4, 57:4, 58:4, 59:4, 60:4, 61:4, 62:4, 63:4, 64:4, 65:4, 66:4, 67:4, 68:4, 69:4, 70:4, 71:4, 72:4, 73:4, 74:4, 75:1, 76:1, 77:1, 78:1, 79:1, 80:1, 81:1, 82:1, 83:1, 84:1, 85:1, 86:1, 87:1, 88:1, 89:1, 90:1, 91:1, 92:1, 93:1, 94:1, 95:1, 96:1, 97:1, 98:1, 99:1)
(0:2, 1:2, 2:2, 3:2, 4:2, 5:2, 6:2, 7:2, 8:2, 9:2, 10:2, 11:2, 12:2, 13:2, 14:2, 15:2, 16:2, 17:2, 18:2, 19:2, 20:2, 21:2, 22:2, 23:2, 24:2, 25:3, 26:3, 27:3, 28:3, 29:3, 30:3, 31:3, 32:3, 33:3, 34:3, 35:3, 36:3, 37:3, 38:3, 39:3, 40:3, 41:3, 42:3, 43:3, 44:3, 45:3, 46:3, 47:3, 48:3, 49:3, 50:4, 51:4, 52:4, 53:4, 54:4, 55:4, 56:4, 57:4, 58:4, 59:4, 60:4, 61:4, 62:4, 63:4, 64:4, 65:4, 66:4, 67:4, 68:4, 69:4, 70:4, 71:4, 72:4, 73:4, 74:4, 75:1, 76:1, 77:1, 78:1, 79:1, 80:1, 81:1, 82:1, 83:1, 84:1, 85:1, 86:1, 87:1, 88:1, 89:1, 90:1, 91:1, 92:1, 93:1, 94:1, 95:1, 96:1, 97:1, 98:1, 99:1)
(0:2, 1:2, 2:2, 3:2, 4:2, 5:2, 6:2, 7:2, 8:2, 9:2, 10:2, 11:2, 12:2, 13:2, 14:2, 15:2, 16:2, 17:2, 18:2, 19:2, 20:2, 21:2, 22:2, 23:2, 24:2, 25:3, 26:3, 27:3, 28:3, 29:3, 30:3, 31:3, 32:3, 33:3, 34:3, 35:3, 36:3, 37:3, 38:3, 39:3, 40:3, 41:3, 42:3, 43:3, 44:3, 45:3, 46:3, 47:3, 48:3, 49:3, 50:4, 51:4, 52:4, 53:4, 54:4, 55:4, 56:4, 57:4, 58:4, 59:4, 60:4, 61:4, 62:4, 63:4, 64:4, 65:4, 66:4, 67:4, 68:4, 69:4, 70:4, 71:4, 72:4, 73:4, 74:4, 75:1, 76:1, 77:1, 78:1, 79:1, 80:1, 81:1, 82:1, 83:1, 84:1, 85:1, 86:1, 87:1, 88:1, 89:1, 90:1, 91:1, 92:1, 93:1, 94:1, 95:1, 96:1, 97:1, 98:1, 99:1)
(0:2, 1:2, 2:2, 3:2, 4:2, 5:2, 6:2, 7:2, 8:2, 9:2, 10:2, 11:2, 12:2, 13:2, 14:2, 15:2, 16:2, 17:2, 18:2, 19:2, 20:2, 21:2, 22:2, 23:2, 24:2, 25:3, 26:3, 27:3, 28:3, 29:3, 30:3, 31:3, 32:3, 33:3, 34:3, 35:3, 36:3, 37:3, 38:3, 39:3, 40:3, 41:3, 42:3, 43:3, 44:3, 45:3, 46:3, 47:3, 48:3, 49:3, 50:4, 51:4, 52:4, 53:4, 54:4, 55:4, 56:4, 57:4, 58:4, 59:4, 60:4, 61:4, 62:4, 63:4, 64:4, 65:4, 66:4, 67:4, 68:4, 69:4, 70:4, 71:4, 72:4, 73:4, 74:4, 75:1, 76:1, 77:1, 78:1, 79:1, 80:1, 81:1, 82:1, 83:1, 84:1, 85:1, 86:1, 87:1, 88:1, 89:1, 90:1, 91:1, 92:1, 93:1, 94:1, 95:1, 96:1, 97:1, 98:1, 99:1)
(0:2, 1:2, 2:2, 3:2, 4:2, 5:2, 6:2, 7:2, 8:2, 9:2, 10:2, 11:2, 12:2, 13:2, 14:2, 15:2, 16:2, 17:2, 18:2, 19:2, 20:2, 21:2, 22:2, 23:2, 24:2, 25:3, 26:3, 27:3, 28:3, 29:3, 30:3, 31:3, 32:3, 33:3, 34:3, 35:3, 36:3, 37:3, 38:3, 39:3, 40:3, 41:3, 42:3, 43:3, 44:3, 45:3, 46:3, 47:3, 48:3, 49:3, 50:4, 51:4, 52:4, 53:4, 54:4, 55:4, 56:4, 57:4, 58:4, 59:4, 60:4, 61:4, 62:4, 63:4, 64:4, 65:4, 66:4, 67:4, 68:4, 69:4, 70:4, 71:4, 72:4, 73:4, 74:4, 75:1, 76:1, 77:1, 78:1, 79:1, 80:1, 81:1, 82:1, 83:1, 84:1, 85:1, 86:1, 87:1, 88:1, 89:1, 90:1, 91:1, 92:1, 93:1, 94:1, 95:1, 96:1, 97:1, 98:1, 99:1)
(0:2, 1:2, 2:2, 3:2, 4:2, 5:2, 6:2, 7:2, 8:2, 9:2, 10:2, 11:2, 12:2, 13:2, 14:2, 15:2, 16:2, 17:2, 18:2, 19:2, 20:2, 21:2, 22:2, 23:2, 24:2, 25:3, 26:3, 27:3, 28:3, 29:3, 30:3, 31:3, 32:3, 33:3, 34:3, 35:3, 36:3, 37:3, 38:3, 39:3, 40:3, 41:3, 42:3, 43:3, 44:3, 45:3, 46:3, 47:3, 48:3, 49:3, 50:4, 51:4, 52:4, 53:4, 54:4, 55:4, 56:4, 57:4, 58:4, 59:4, 60:4, 61:4, 62:4, 63:4, 64:4, 65:4, 66:4, 67:4, 68:4, 69:4, 70:4, 71:4, 72:4, 73:4, 74:4, 75:1, 76:1, 77:1, 78:1, 79:1, 80:1, 81:1, 82:1, 83:1, 84:1, 85:1, 86:1, 87:1, 88:1, 89:1, 90:1, 91:1, 92:1, 93:1, 94:1, 95:1, 96:1, 97:1, 98:1, 99:1)
(0:2, 1:2, 2:2, 3:2, 4:2, 5:2, 6:2, 7:2, 8:2, 9:2, 10:2, 11:2, 12:2, 13:2, 14:2, 15:2, 16:2, 17:2, 18:2, 19:2, 20:2, 21:2, 22:2, 23:2, 24:2, 25:3, 26:3, 27:3, 28:3, 29:3, 30:3, 31:3, 32:3, 33:3, 34:3, 35:3, 36:3, 37:3, 38:3, 39:3, 40:3, 41:3, 42:3, 43:3, 44:3, 45:3, 46:3, 47:3, 48:3, 49:3, 50:4, 51:4, 52:4, 53:4, 54:4, 55:4, 56:4, 57:4, 58:4, 59:4, 60:4, 61:4, 62:4, 63:4, 64:4, 65:4, 66:4, 67:4, 68:4, 69:4, 70:4, 71:4, 72:4, 73:4, 74:4, 75:1, 76:1, 77:1, 78:1, 79:1, 80:1, 81:1, 82:1, 83:1, 84:1, 85:1, 86:1, 87:1, 88:1, 89:1, 90:1, 91:1, 92:1, 93:1, 94:1, 95:1, 96:1, 97:1, 98:1, 99:1)
(0:2, 1:2, 2:2, 3:2, 4:2, 5:2, 6:2, 7:2, 8:2, 9:2, 10:2, 11:2, 12:2, 13:2, 14:2, 15:2, 16:2, 17:2, 18:2, 19:2, 20:2, 21:2, 22:2, 23:2, 24:2, 25:3, 26:3, 27:3, 28:3, 29:3, 30:3, 31:3, 32:3, 33:3, 34:3, 35:3, 36:3, 37:3, 38:3, 39:3, 40:3, 41:3, 42:3, 43:3, 44:3, 45:3, 46:3, 47:3, 48:3, 49:3, 50:4, 51:4, 52:4, 53:4, 54:4, 55:4, 56:4, 57:4, 58:4, 59:4, 60:4, 61:4, 62:4, 63:4, 64:4, 65:4, 66:4, 67:4, 68:4, 69:4, 70:4, 71:4, 72:4, 73:4, 74:4, 75:1, 76:1, 77:1, 78:1, 79:1, 80:1, 81:1, 82:1, 83:1, 84:1, 85:1, 86:1, 87:1, 88:1, 89:1, 90:1, 91:1, 92:1, 93:1, 94:1, 95:1, 96:1, 97:1, 98:1, 99:1)
(0:2, 1:2, 2:2, 3:2, 4:2, 5:2, 6:2, 7:2, 8:2, 9:2, 10:2, 11:2, 12:2, 13:2, 14:2, 15:2, 16:2, 17:2, 18:2, 19:2, 20:2, 21:2, 22:2, 23:2, 24:2, 25:3, 26:3, 27:3, 28:3, 29:3, 30:3, 31:3, 32:3, 33:3, 34:3, 35:3, 36:3, 37:3, 38:3, 39:3, 40:3, 41:3, 42:3, 43:3, 44:3, 45:3, 46:3, 47:3, 48:3, 49:3, 50:4, 51:4, 52:4, 53:4, 54:4, 55:4, 56:4, 57:4, 58:4, 59:4, 60:4, 61:4, 62:4, 63:4, 64:4, 65:4, 66:4, 67:4, 68:4, 69:4, 70:4, 71:4, 72:4, 73:4, 74:4, 75:1, 76:1, 77:1, 78:1, 79:1, 80:1, 81:1, 82:1, 83:1, 84:1, 85:1, 86:1, 87:1, 88:1, 89:1, 90:1, 91:1, 92:1, 93:1, 94:1, 95:1, 96:1, 97:1, 98:1, 99:1)
(0:2, 1:2, 2:2, 3:2, 4:2, 5:2, 6:2, 7:2, 8:2, 9:2, 10:2, 11:2, 12:2, 13:2, 14:2, 15:2, 16:2, 17:2, 18:2, 19:2, 20:2, 21:2, 22:2, 23:2, 24:2, 25:3, 26:3, 27:3, 28:3, 29:3, 30:3, 31:3, 32:3, 33:3, 34:3, 35:3, 36:3, 37:3, 38:3, 39:3, 40:3, 41:3, 42:3, 43:3, 44:3, 45:3, 46:3, 47:3, 48:3, 49:3, 50:4, 51:4, 52:4, 53:4, 54:4, 55:4, 56:4, 57:4, 58:4, 59:4, 60:4, 61:4, 62:4, 63:4, 64:4, 65:4, 66:4, 67:4, 68:4, 69:4, 70:4, 71:4, 72:4, 73:4, 74:4, 75:1, 76:1, 77:1, 78:1, 79:1, 80:1, 81:1, 82:1, 83:1, 84:1, 85:1, 86:1, 87:1, 88:1, 89:1, 90:1, 91:1, 92:1, 93:1, 94:1, 95:1, 96:1, 97:1, 98:1, 99:1)
(0:2, 1:2, 2:2, 3:2, 4:2, 5:2, 6:2, 7:2, 8:2, 9:2, 10:2, 11:2, 12:2, 13:2, 14:2, 15:2, 16:2, 17:2, 18:2, 19:2, 20:2, 21:2, 22:2, 23:2, 24:2, 25:3, 26:3, 27:3, 28:3, 29:3, 30:3, 31:3, 32:3, 33:3, 34:3, 35:3, 36:3, 37:3, 38:3, 39:3, 40:3, 41:3, 42:3, 43:3, 44:3, 45:3, 46:3, 47:3, 48:3, 49:3, 50:4, 51:4, 52:4, 53:4, 54:4, 55:4, 56:4, 57:4, 58:4, 59:4, 60:4, 61:4, 62:4, 63:4, 64:4, 65:4, 66:4, 67:4, 68:4, 69:4, 70:4, 71:4, 72:4, 73:4, 74:4, 75:1, 76:1, 77:1, 78:1, 79:1, 80:1, 81:1, 82:1, 83:1, 84:1, 85:1, 86:1, 87:1, 88:1, 89:1, 90:1, 91:1, 92:1, 93:1, 94:1, 95:1, 96:1, 97:1, 98:1, 99:1)
(0:2, 1:2, 2:2, 3:2, 4:2, 5:2, 6:2, 7:2, 8:2, 9:2, 10:2, 11:2, 12:2, 13:2, 14:2, 15:2, 16:2, 17:2, 18:2, 19:2, 20:2, 21:2, 22:2, 23:2, 24:2, 25:3, 26:3, 27:3, 28:3, 29:3, 30:3, 31:3, 32:3, 33:3, 34:3, 35:3, 36:3, 37:3, 38:3, 39:3, 40:3, 41:3, 42:3, 43:3, 44:3, 45:3, 46:3, 47:3, 48:3, 49:3, 50:4, 51:4, 52:4, 53:4, 54:4, 55:4, 56:4, 57:4, 58:4, 59:4, 60:4, 61:4, 62:4, 63:4, 64:4, 65:4, 66:4, 67:4, 68:4, 69:4, 70:4, 71:4, 72:4, 73:4, 74:4, 75:1, 76:1, 77:1, 78:1, 79:1, 80:1, 81:1, 82:1, 83:1, 84:1, 85:1, 86:1, 87:1, 88:1, 89:1, 90:1, 91:1, 92:1, 93:1, 94:1, 95:1, 96:1, 97:1, 98:1, 99:1)
(0:2, 1:2, 2:2, 3:2, 4:2, 5:2, 6:2, 7:2, 8:2, 9:2, 10:2, 11:2, 12:2, 13:2, 14:2, 15:2, 16:2, 17:2, 18:2, 19:2, 20:2, 21:2, 22:2, 23:2, 24:2, 25:3, 26:3, 27:3, 28:3, 29:3, 30:3, 31:3, 32:3, 33:3, 34:3, 35:3, 36:3, 37:3, 38:3, 39:3, 40:3, 41:3, 42:3, 43:3, 44:3, 45:3, 46:3, 47:3, 48:3, 49:3, 50:4, 51:4, 52:4, 53:4, 54:4, 55:4, 56:4, 57:4, 58:4, 59:4, 60:4, 61:4, 62:4, 63:4, 64:4, 65:4, 66:4, 67:4, 68:4, 69:4, 70:4, 71:4, 72:4, 73:4, 74:4, 75:1, 76:1, 77:1, 78:1, 79:1, 80:1, 81:1, 82:1, 83:1, 84:1, 85:1, 86:1, 87:1, 88:1, 89:1, 90:1, 91:1, 92:1, 93:1, 94:1, 95:1, 96:1, 97:1, 98:1, 99:1)
(0:2, 1:2, 2:2, 3:2, 4:2, 5:2, 6:2, 7:2, 8:2, 9:2, 10:2, 11:2, 12:2, 13:2, 14:2, 15:2, 16:2, 17:2, 18:2, 19:2, 20:2, 21:2, 22:2, 23:2, 24:2, 25:3, 26:3, 27:3, 28:3, 29:3, 30:3, 31:3, 32:3, 33:3, 34:3, 35:3, 36:3, 37:3, 38:3, 39:3, 40:3, 41:3, 42:3, 43:3, 44:3, 45:3, 46:3, 47:3, 48:3, 49:3, 50:4, 51:4, 52:4, 53:4, 54:4, 55:4, 56:4, 57:4, 58:4, 59:4, 60:4, 61:4, 62:4, 63:4, 64:4, 65:4, 66:4, 67:4, 68:4, 69:4, 70:4, 71:4, 72:4, 73:4, 74:4, 75:1, 76:1, 77:1, 78:1, 79:1, 80:1, 81:1, 82:1, 83:1, 84:1, 85:1, 86:1, 87:1, 88:1, 89:1, 90:1, 91:1, 92:1, 93:1, 94:1, 95:1, 96:1, 97:1, 98:1, 99:1)
(0:2, 1:2, 2:2, 3:2, 4:2, 5:2, 6:2, 7:2, 8:2, 9:2, 10:2, 11:2, 12:2, 13:2, 14:2, 15:2, 16:2, 17:2, 18:2, 19:2, 20:2, 21:2, 22:2, 23:2, 24:2, 25:3, 26:3, 27:3, 28:3, 29:3, 30:3, 31:3, 32:3, 33:3, 34:3, 35:3, 36:3, 37:3, 38:3, 39:3, 40:3, 41:3, 42:3, 43:3, 44:3, 45:3, 46:3, 47:3, 48:3, 49:3, 50:4, 51:4, 52:4, 53:4, 54:4, 55:4, 56:4, 57:4, 58:4, 59:4, 60:4, 61:4, 62:4, 63:4, 64:4, 65:4, 66:4, 67:4, 68:4, 69:4, 70:4, 71:4, 72:4, 73:4, 74:4, 75:1, 76:1, 77:1, 78:1, 79:1, 80:1, 81:1, 82:1, 83:1, 84:1, 85:1, 86:1, 87:1, 88:1, 89:1, 90:1, 91:1, 92:1, 93:1, 94:1, 95:1, 96:1, 97:1, 98:1, 99:1)
(0:2, 1:2, 2:2, 3:2, 4:2, 5:2, 6:2, 7:2, 8:2, 9:2, 10:2, 11:2, 12:2, 13:2, 14:2, 15:2, 16:2, 17:2, 18:2, 19:2, 20:2, 21:2, 22:2, 23:2, 24:2, 25:3, 26:3, 27:3, 28:3, 29:3, 30:3, 31:3, 32:3, 33:3, 34:3, 35:3, 36:3, 37:3, 38:3, 39:3, 40:3, 41:3, 42:3, 43:3, 44:3, 45:3, 46:3, 47:3, 48:3, 49:3, 50:4, 51:4, 52:4, 53:4, 54:4, 55:4, 56:4, 57:4, 58:4, 59:4, 60:4, 61:4, 62:4, 63:4, 64:4, 65:4, 66:4, 67:4, 68:4, 69:4, 70:4, 71:4, 72:4, 73:4, 74:4, 75:1, 76:1, 77:1, 78:1, 79:1, 80:1, 81:1, 82:1, 83:1, 84:1, 85:1, 86:1, 87:1, 88:1, 89:1, 90:1, 91:1, 92:1, 93:1, 94:1, 95:1, 96:1, 97:1, 98:1, 99:1)
(0:2, 1:2, 2:2, 3:2, 4:2, 5:2, 6:2, 7:2, 8:2, 9:2, 10:2, 11:2, 12:2, 13:2, 14:2, 15:2, 16:2, 17:2, 18:2, 19:2, 20:2, 21:2, 22:2, 23:2, 24:2, 25:3, 26:3, 27:3, 28:3, 29:3, 30:3, 31:3, 32:3, 33:3, 34:3, 35:3, 36:3, 37:3, 38:3, 39:3, 40:3, 41:3, 42:3, 43:3, 44:3, 45:3, 46:3, 47:3, 48:3, 49:3, 50:4, 51:4, 52:4, 53:4, 54:4, 55:4, 56:4, 57:4, 58:4, 59:4, 60:4, 61:4, 62:4, 63:4, 64:4, 65:4, 66:4, 67:4, 68:4, 69:4, 70:4, 71:4, 72:4, 73:4, 74:4, 75:1, 76:1, 77:1, 78:1, 79:1, 80:1, 81:1, 82:1, 83:1, 84:1, 85:1, 86:1, 87:1, 88:1, 89:1, 90:1, 91:1, 92:1, 93:1, 94:1, 95:1, 96:1, 97:1, 98:1, 99:1)
(0:2, 1:2, 2:2, 3:2, 4:2, 5:2, 6:2, 7:2, 8:2, 9:2, 10:2, 11:2, 12:2, 13:2, 14:2, 15:2, 16:2, 17:2, 18:2, 19:2, 20:2, 21:2, 22:2, 23:2, 24:2, 25:3, 26:3, 27:3, 28:3, 29:3, 30:3, 31:3, 32:3, 33:3, 34:3, 35:3, 36:3, 37:3, 38:3, 39:3, 40:3, 41:3, 42:3, 43:3, 44:3, 45:3, 46:3, 47:3, 48:3, 49:3, 50:4, 51:4, 52:4, 53:4, 54:4, 55:4, 56:4, 57:4, 58:4, 59:4, 60:4, 61:4, 62:4, 63:4, 64:4, 65:4, 66:4, 67:4, 68:4, 69:4, 70:4, 71:4, 72:4, 73:4, 74:4, 75:1, 76:1, 77:1, 78:1, 79:1, 80:1, 81:1, 82:1, 83:1, 84:1, 85:1, 86:1, 87:1, 88:1, 89:1, 90:1, 91:1, 92:1, 93:1, 94:1, 95:1, 96:1, 97:1, 98:1, 99:1)
(0:2, 1:2, 2:2, 3:2, 4:2, 5:2, 6:2, 7:2, 8:2, 9:2, 10:2, 11:2, 12:2, 13:2, 14:2, 15:2, 16:2, 17:2, 18:2, 19:2, 20:2, 21:2, 22:2, 23:2, 24:2, 25:3, 26:3, 27:3, 28:3, 29:3, 30:3, 31:3, 32:3, 33:3, 34:3, 35:3, 36:3, 37:3, 38:3, 39:3, 40:3, 41:3, 42:3, 43:3, 44:3, 45:3, 46:3, 47:3, 48:3, 49:3, 50:4, 51:4, 52:4, 53:4, 54:4, 55:4, 56:4, 57:4, 58:4, 59:4, 60:4, 61:4, 62:4, 63:4, 64:4, 65:4, 66:4, 67:4, 68:4, 69:4, 70:4, 71:4, 72:4, 73:4, 74:4, 75:1, 76:1, 77:1, 78:1, 79:1, 80:1, 81:1, 82:1, 83:1, 84:1, 85:1, 86:1, 87:1, 88:1, 89:1, 90:1, 91:1, 92:1, 93:1, 94:1, 95:1, 96:1, 97:1, 98:1, 99:1)
(0:2, 1:2, 2:2, 3:2, 4:2, 5:2, 6:2, 7:2, 8:2, 9:2, 10:2, 11:2, 12:2, 13:2, 14:2, 15:2, 16:2, 17:2, 18:2, 19:2, 20:2, 21:2, 22:2, 23:2, 24:2, 25:3, 26:3, 27:3, 28:3, 29:3, 30:3, 31:3, 32:3, 33:3, 34:3, 35:3, 36:3, 37:3, 38:3, 39:3, 40:3, 41:3, 42:3, 43:3, 44:3, 45:3, 46:3, 47:3, 48:3, 49:3, 50:4, 51:4, 52:4, 53:4, 54:4, 55:4, 56:4, 57:4, 58:4, 59:4, 60:4, 61:4, 62:4, 63:4, 64:4, 65:4, 66:4, 67:4, 68:4, 69:4, 70:4, 71:4, 72:4, 73:4, 74:4, 75:1, 76:1, 77:1, 78:1, 79:1, 80:1, 81:1, 82:1, 83:1, 84:1, 85:1, 86:1, 87:1, 88:1, 89:1, 90:1, 91:1, 92:1, 93:1, 94:1, 95:1, 96:1, 97:1, 98:1, 99:1))
Prediction:2.36574 SparseCorrectData:4
Prediction:2.60565 SparseCorrectData:1
Prediction:2.20226 SparseCorrectData:1
Prediction:2.45773 SparseCorrectData:3
Prediction:2.79793 SparseCorrectData:3
Prediction:2.48021 SparseCorrectData:3
Prediction:2.75866 SparseCorrectData:4
Prediction:2.17611 SparseCorrectData:1
Prediction:2.822 SparseCorrectData:3
Prediction:2.45476 SparseCorrectData:4
Prediction:2.44762 SparseCorrectData:2
Prediction:2.51036 SparseCorrectData:4
Prediction:2.51867 SparseCorrectData:3
Prediction:2.4137 SparseCorrectData:4
Prediction:2.4485 SparseCorrectData:3
Prediction:2.16495 SparseCorrectData:2
Prediction:2.87306 SparseCorrectData:3
Prediction:2.4662 SparseCorrectData:3
Prediction:2.81969 SparseCorrectData:3
Prediction:2.46596 SparseCorrectData:1
Prediction:2.4609 SparseCorrectData:2
Prediction:2.11707 SparseCorrectData:2
Prediction:2.83381 SparseCorrectData:3
Prediction:2.55345 SparseCorrectData:2
Prediction:2.51849 SparseCorrectData:1
Prediction:2.4139 SparseCorrectData:2
Prediction:2.47224 SparseCorrectData:4
Prediction:2.14054 SparseCorrectData:1
Prediction:2.06645 SparseCorrectData:2
Prediction:2.50667 SparseCorrectData:4
Prediction:2.77754 SparseCorrectData:3
Prediction:2.15189 SparseCorrectData:1
Prediction:2.18725 SparseCorrectData:1
Prediction:2.80896 SparseCorrectData:4
Prediction:2.79887 SparseCorrectData:4
Prediction:2.51268 SparseCorrectData:2
Prediction:2.83451 SparseCorrectData:4
Prediction:2.7911 SparseCorrectData:3
Prediction:2.44584 SparseCorrectData:1
Prediction:2.53107 SparseCorrectData:3
Prediction:2.54468 SparseCorrectData:3
Prediction:2.07238 SparseCorrectData:1
Prediction:2.88904 SparseCorrectData:4
Prediction:2.57831 SparseCorrectData:2
Prediction:2.46685 SparseCorrectData:3
Prediction:2.88924 SparseCorrectData:4
Prediction:2.4709 SparseCorrectData:4
Prediction:2.12897 SparseCorrectData:2
Prediction:2.07752 SparseCorrectData:2
Prediction:2.10892 SparseCorrectData:2
Prediction:2.54402 SparseCorrectData:2
Prediction:2.83169 SparseCorrectData:4
Prediction:2.51027 SparseCorrectData:4
Prediction:2.8278 SparseCorrectData:3
Prediction:2.86422 SparseCorrectData:3
Prediction:2.57108 SparseCorrectData:1
Prediction:2.29491 SparseCorrectData:1
Prediction:2.49554 SparseCorrectData:1
Prediction:2.50615 SparseCorrectData:1
Prediction:2.49478 SparseCorrectData:3
Prediction:2.53163 SparseCorrectData:3
Prediction:2.46744 SparseCorrectData:4
Prediction:2.44843 SparseCorrectData:1
Prediction:2.51912 SparseCorrectData:3
Prediction:2.79109 SparseCorrectData:3
Prediction:2.76384 SparseCorrectData:4
Prediction:2.76747 SparseCorrectData:3
Prediction:2.12087 SparseCorrectData:1
Prediction:2.19246 SparseCorrectData:1
